,Price,Bathrooms,Car Parks,Property Type,Size,Furnishing,area,No_of_Bedrooms,No_of_servant_rooms,type,size,studio_apartment
1066,1690000,4,4,Condominium (Corner),Land area : 2700 sq. ft.,Unfurnished,Wangsa Maju,3,1,Land area ,2700,0
1067,975000,3,1,Condominium (Corner),"Built-up : 1,890 sq. ft.",Partly Furnished,City Centre,3,1,Built-up ,1890,0
1068,880000,2,1,Condominium,"Built-up : 1,056 sq. ft.",Fully Furnished,KL City,2,0,Built-up ,1056,0
1069,1829880,5,3,Condominium (Duplex),"Built-up : 2,691 sq. ft.",Partly Furnished,Mont Kiara,3,1,Built-up ,2691,0
1070,315000,1,1,Serviced Residence (Intermediate),Built-up : 618 sq. ft.,Fully Furnished,Setapak,0,0,Built-up ,618,1
1071,660000,2,2,Condominium (Corner),"Built-up : 1,404 sq. ft.",Partly Furnished,Bukit Jalil,4,0,Built-up ,1404,0
1072,288000,2,3,Townhouse (Intermediate),"Built-up : 1,200 sq. ft.",Unfurnished,Kepong,3,0,Built-up ,1200,0
1073,350000,2,2,2.5-sty Terrace/Link House (Intermediate),Built-up : 700 sq. ft.,Partly Furnished,Kepong,3,0,Built-up ,700,0
1074,850000,2,2,Condominium,"Built-up : 1,280 sq. ft.",Fully Furnished,Mont Kiara,3,0,Built-up ,1280,0
1075,348000,1,1,Serviced Residence,"Built-up : 1,400 sq. ft.",Unfurnished,Sentul,2,1,Built-up ,1400,0
1076,1950000,5,3,Condominium (Corner),"Built-up : 2,535 sq. ft.",Fully Furnished,Mont Kiara,3,1,Built-up ,2535,0
1077,1950000,3,2,Condominium (Intermediate),"Built-up : 1,693 sq. ft.",Partly Furnished,Desa ParkCity,3,1,Built-up ,1693,0
1078,1380000,3,2,Condominium (Intermediate),"Built-up : 1,572 sq. ft.",Fully Furnished,Desa ParkCity,3,1,Built-up ,1572,0
1079,1250000,2,2,Condominium,"Built-up : 1,281 sq. ft.",Partly Furnished,Desa ParkCity,2,0,Built-up ,1281,0
1080,4180000,5,2,Serviced Residence (Corner),"Built-up : 3,100 sq. ft.",Fully Furnished,KLCC,3,1,Built-up ,3100,0
1081,1080000,3,2,Condominium (Intermediate),"Built-up : 1,378 sq. ft.",Partly Furnished,Desa ParkCity,2,0,Built-up ,1378,0
1082,2340000,3,2,Serviced Residence (Duplex),"Built-up : 2,190 sq. ft.",Partly Furnished,Mont Kiara,3,0,Built-up ,2190,0
1083,1830000,5,3,Condominium (Corner),"Built-up : 2,648 sq. ft.",Partly Furnished,Mont Kiara,3,1,Built-up ,2648,0
1084,768888,1,1,Serviced Residence (Corner),Built-up : 694 sq. ft.,Partly Furnished,Cheras,1,1,Built-up ,694,0
1085,480000,2,2,Serviced Residence,Land area : 17 sq. ft.,Unfurnished,Setapak,3,1,Land area ,17,0
1086,450000,2,2,Serviced Residence,Built-up : 842 sq. ft.,Unfurnished,Setapak,3,0,Built-up ,842,0
1087,460000,2,2,Serviced Residence (Intermediate),Built-up : 935 sq. ft.,Partly Furnished,Kuchai Lama,3,0,Built-up ,935,0
1088,348000,2,1,Serviced Residence,"Built-up : 1,400 sq. ft.",Unfurnished,Sentul,2,1,Built-up ,1400,0
1089,1480000,3,2,Condominium (Corner),"Built-up : 1,871 sq. ft.",Fully Furnished,Mont Kiara,3,1,Built-up ,1871,0
1090,1880000,3,3,Condominium (Corner),"Built-up : 1,948 sq. ft.",Fully Furnished,Desa ParkCity,3,1,Built-up ,1948,0
1091,11800000,8,6,Bungalow,Land area : 8622 sq. ft.,Partly Furnished,Country Heights Damansara,7,0,Land area ,8622,0
1092,431000,2,2,Serviced Residence (Corner),Built-up : 819 sq. ft.,Partly Furnished,Cheras,3,0,Built-up ,819,0
1093,13800000,7,4,Bungalow,Land area : 7468 sq. ft.,Partly Furnished,Damansara Heights,5,1,Land area ,7468,0
1094,480000,2,2,Serviced Residence,"Built-up : 2,550 sq. ft.",Unfurnished,Setapak,3,1,Built-up ,2550,0
1095,730000,1,1,Serviced Residence (Intermediate),Land area : 744 sq. ft.,Fully Furnished,KL City,1,0,Land area ,744,0
1096,391000,2,1,Serviced Residence (Corner),Built-up : 819 sq. ft.,Partly Furnished,Cheras,3,0,Built-up ,819,0
1097,798000,1,1,Condominium,Built-up : 904 sq. ft.,Fully Furnished,Desa ParkCity,1,0,Built-up ,904,0
1098,2900000,5,3,Condominium,"Built-up : 3,466 sq. ft.",Fully Furnished,Sri Hartamas,4,1,Built-up ,3466,0
1099,3100000,5,3,Condominium,"Built-up : 3,983 sq. ft.",Partly Furnished,Sri Hartamas,4,1,Built-up ,3983,0
1100,3300000,5,3,Condominium,"Built-up : 3,983 sq. ft.",Partly Furnished,Sri Hartamas,4,1,Built-up ,3983,0
1101,480000,2,2,Condominium (Intermediate),"Built-up : 1,108 sq. ft.",Unfurnished,Dutamas,3,0,Built-up ,1108,0
1102,1052000,2,1,Condominium,"Built-up : 1,108 sq. ft.",Unfurnished,Damansara Heights,2,0,Built-up ,1108,0
1103,800000,2,1,Serviced Residence,Built-up : 875 sq. ft.,Partly Furnished,Taman Tun Dr Ismail,2,0,Built-up ,875,0
1104,830000,2,1,Serviced Residence,"Built-up : 1,010 sq. ft.",Fully Furnished,Taman Tun Dr Ismail,3,0,Built-up ,1010,0
1105,640000,2,2,Condominium,Built-up : 935 sq. ft.,Partly Furnished,Jalan Klang Lama (Old Klang Road),3,0,Built-up ,935,0
1106,7980000,6,6,Bungalow (Corner),Land area : 7265 sq. ft.,Partly Furnished,Seputeh,8,0,Land area ,7265,0
1107,3600000,5,2,Semi-detached House,Land area : 3400 sq. ft.,Partly Furnished,Seputeh,4,1,Land area ,3400,0
1108,720000,2,1,Condominium,"Built-up : 1,044 sq. ft.",Partly Furnished,Seputeh,2,0,Built-up ,1044,0
1109,5400000,6,6,Bungalow (Intermediate),Land area : 5931 sq. ft.,Partly Furnished,Seputeh,5,1,Land area ,5931,0
1110,6300000,4,4,Bungalow (Intermediate),Land area : 7200 sq. ft.,Partly Furnished,Taman Desa,5,0,Land area ,7200,0
1111,4500000,5,2,Semi-detached House (Intermediate),Land area : 3500 sq. ft.,Partly Furnished,Seputeh,4,1,Land area ,3500,0
1112,1350000,3,2,3-sty Terrace/Link House (Intermediate),Land area : 1600 sq. ft.,Partly Furnished,Seputeh,4,0,Land area ,1600,0
1113,765000,2,2,Condominium,"Built-up : 1,400 sq. ft.",Partly Furnished,Seputeh,3,0,Built-up ,1400,0
1114,920000,3,2,Condominium,"Built-up : 1,554 sq. ft.",Unfurnished,Setapak,3,0,Built-up ,1554,0
1115,1250000,4,3,3-sty Terrace/Link House (Intermediate),Land area : 1600 sq. ft.,Partly Furnished,Seputeh,4,1,Land area ,1600,0
1116,2600000,4,4,Bungalow (Intermediate),Land area : 6300 sq. ft.,Partly Furnished,Seputeh,5,1,Land area ,6300,0
1117,3600000,5,3,Condominium,"Built-up : 3,358 sq. ft.",Partly Furnished,KLCC,4,1,Built-up ,3358,0
1118,720000,3,2,Serviced Residence,"Built-up : 1,227 sq. ft.",Partly Furnished,Batu Caves,3,0,Built-up ,1227,0
1119,1980000,5,1,Semi-detached House,Land area : 3800 sq. ft.,Partly Furnished,Dutamas,4,1,Land area ,3800,0
1120,3000000,5,3,Serviced Residence,"Built-up : 4,214 sq. ft.",Partly Furnished,Mont Kiara,5,0,Built-up ,4214,0
1121,800000,3,1,Condominium,"Built-up : 1,237 sq. ft.",Unfurnished,Sentul,3,0,Built-up ,1237,0
1122,1250000,4,2,Condominium,"Built-up : 1,600 sq. ft.",Fully Furnished,Sentul,2,1,Built-up ,1600,0
1123,1000000,4,2,Condominium (Corner),"Built-up : 1,488 sq. ft.",Partly Furnished,Sentul,3,1,Built-up ,1488,0
1124,760000,2,1,Condominium,"Built-up : 1,200 sq. ft.",Unfurnished,Sentul,2,1,Built-up ,1200,0
1125,890000,2,3,Condominium,"Built-up : 1,400 sq. ft.",Partly Furnished,Sentul,2,1,Built-up ,1400,0
1126,1050000,4,2,Condominium (Corner),"Built-up : 1,488 sq. ft.",Unfurnished,Sentul,3,1,Built-up ,1488,0
1127,800000,3,2,Condominium,"Built-up : 1,186 sq. ft.",Unfurnished,Sentul,3,0,Built-up ,1186,0
1128,820000,3,1,Condominium,"Built-up : 1,186 sq. ft.",Unfurnished,Sentul,3,0,Built-up ,1186,0
1129,770000,2,2,Condominium,"Built-up : 1,110 sq. ft.",Unfurnished,Sentul,2,1,Built-up ,1110,0
1130,820000,3,1,Condominium,"Built-up : 1,237 sq. ft.",Unfurnished,Sentul,3,0,Built-up ,1237,0
1131,810000,2,2,Condominium,"Built-up : 1,300 sq. ft.",Unfurnished,Sentul,2,1,Built-up ,1300,0
1132,1060000,2,3,Serviced Residence,"Built-up : 1,148 sq. ft.",Fully Furnished,Dutamas,1,1,Built-up ,1148,0
1133,670000,2,2,Serviced Residence,"Built-up : 1,094 sq. ft.",Partly Furnished,Jalan Klang Lama (Old Klang Road),3,0,Built-up ,1094,0
1134,4000000,6,2,Semi-detached House (Intermediate),Land area : 3200 sq. ft.,Partly Furnished,Seputeh,5,1,Land area ,3200,0
1135,570000,2,2,Serviced Residence (Corner),"Built-up : 1,162 sq. ft.",Partly Furnished,Kepong,3,1,Built-up ,1162,0
1136,1100000,1,1,Serviced Residence (Intermediate),Built-up : 915 sq. ft.,Fully Furnished,KLCC,1,1,Built-up ,915,0
1137,1900000,3,2,2-sty Terrace/Link House (Corner),"Built-up : 1,900 sq. ft.",Partly Furnished,Desa ParkCity,3,1,Built-up ,1900,0
1138,1180000,3,2,Condominium (Corner),"Built-up : 1,432 sq. ft.",Partly Furnished,Desa ParkCity,3,1,Built-up ,1432,0
1139,1448000,2,2,Condominium,"Built-up : 1,292 sq. ft.",Fully Furnished,Desa ParkCity,2,1,Built-up ,1292,0
1140,1080000,1,2,Condominium,"Built-up : 1,034 sq. ft.",Partly Furnished,Desa ParkCity,2,0,Built-up ,1034,0
1141,795000,1,1,Condominium (Intermediate),Built-up : 969 sq. ft.,Partly Furnished,Desa ParkCity,1,1,Built-up ,969,0
1142,1350000,3,2,Condominium (Corner),"Built-up : 1,701 sq. ft.",Fully Furnished,Desa ParkCity,3,1,Built-up ,1701,0
1143,1550000,3,2,3-sty Terrace/Link House (Corner),"Built-up : 1,900 sq. ft.",Unfurnished,Desa ParkCity,3,0,Built-up ,1900,0
1144,1600000,3,2,3-sty Terrace/Link House (Duplex),"Built-up : 1,900 sq. ft.",Fully Furnished,Desa ParkCity,3,0,Built-up ,1900,0
1145,1630000,3,2,3-sty Terrace/Link House (Intermediate),"Built-up : 1,900 sq. ft.",Fully Furnished,Desa ParkCity,3,0,Built-up ,1900,0
1146,750000,1,1,Condominium,Built-up : 538 sq. ft.,Unfurnished,Bukit Bintang,1,0,Built-up ,538,0
1147,577000,2,2,Condominium,"Built-up : 1,127 sq. ft.",Fully Furnished,Sungai Besi,3,0,Built-up ,1127,0
1148,1480000,3,2,Serviced Residence (Corner),"Built-up : 1,691 sq. ft.",Fully Furnished,Taman Tun Dr Ismail,2,1,Built-up ,1691,0
1149,1480000,3,2,Serviced Residence,"Built-up : 1,691 sq. ft.",Fully Furnished,Taman Tun Dr Ismail,2,1,Built-up ,1691,0
1150,930000,2,2,Condominium,Built-up : 969 sq. ft.,Fully Furnished,Desa ParkCity,1,1,Built-up ,969,0
1151,330000,2,1,Condominium (Intermediate),"Built-up : 1,111 sq. ft.",Partly Furnished,Cheras,3,0,Built-up ,1111,0
1152,530000,3,2,Condominium (Intermediate),"Built-up : 1,003 sq. ft.",Unfurnished,Bukit Jalil,3,0,Built-up ,1003,0
1153,690000,2,2,Serviced Residence (Corner),"Built-up : 1,094 sq. ft.",Partly Furnished,Jalan Klang Lama (Old Klang Road),3,1,Built-up ,1094,0
1154,655000,2,2,Serviced Residence,"Built-up : 1,094 sq. ft.",Unfurnished,Jalan Klang Lama (Old Klang Road),3,1,Built-up ,1094,0
1155,730000,2,2,Serviced Residence (Corner),"Built-up : 1,094 sq. ft.",Fully Furnished,Jalan Klang Lama (Old Klang Road),3,1,Built-up ,1094,0
1156,345000,2,2,Condominium (Corner),Built-up : 970 sq. ft.,Partly Furnished,Cheras,3,0,Built-up ,970,0
1157,3600000,5,3,Condominium,"Built-up : 3,600 sq. ft.",Fully Furnished,Sri Hartamas,4,1,Built-up ,3600,0
1158,3000000,5,3,Condominium,"Built-up : 3,660 sq. ft.",Fully Furnished,Sri Hartamas,5,0,Built-up ,3660,0
1159,465000,2,1,Condominium (Intermediate),"Built-up : 1,142 sq. ft.",Unfurnished,Cheras,3,1,Built-up ,1142,0
1160,808000,2,2,Serviced Residence,"Built-up : 1,170 sq. ft.",Fully Furnished,Bukit Jalil,3,0,Built-up ,1170,0
1161,800000,3,1,Condominium,"Built-up : 1,186 sq. ft.",Unfurnished,Sentul,3,0,Built-up ,1186,0
1162,980000,4,2,Condominium (Corner),"Built-up : 1,488 sq. ft.",Partly Furnished,Sentul,3,1,Built-up ,1488,0
1163,370000,2,1,Serviced Residence (SOHO),Built-up : 775 sq. ft.,Partly Furnished,Jalan Klang Lama (Old Klang Road),1,0,Built-up ,775,0
1164,410000,2,1,Condominium,"Built-up : 1,272 sq. ft.",Partly Furnished,Setapak,4,0,Built-up ,1272,0
1165,400000,2,2,Condominium,"Built-up : 1,272 sq. ft.",Partly Furnished,Setapak,4,0,Built-up ,1272,0
1166,400000,2,1,Condominium,"Built-up : 1,272 sq. ft.",Partly Furnished,Setapak,4,0,Built-up ,1272,0
1167,1150000,2,1,Condominium (Intermediate),"Built-up : 1,119 sq. ft.",Fully Furnished,KL Sentral,2,1,Built-up ,1119,0
1168,690000,3,2,Condominium,"Built-up : 1,250 sq. ft.",Unfurnished,Segambut,4,0,Built-up ,1250,0
1169,530000,3,2,Condominium (Corner),"Built-up : 1,003 sq. ft.",Unfurnished,Bukit Jalil,3,0,Built-up ,1003,0
1170,840000,2,1,Condominium,Built-up : 867 sq. ft.,Fully Furnished,Sentul,2,0,Built-up ,867,0
1171,2850000,5,3,Condominium,"Built-up : 3,660 sq. ft.",Partly Furnished,Mont Kiara,4,1,Built-up ,3660,0
1172,995000,2,1,Serviced Residence,Built-up : 936 sq. ft.,Fully Furnished,Mont Kiara,2,0,Built-up ,936,0
1173,400000,2,1,Condominium,Built-up : 854 sq. ft.,Unfurnished,Cheras,2,0,Built-up ,854,0
1174,1180000,4,2,Condominium (Corner),"Built-up : 1,967 sq. ft.",Unfurnished,Wangsa Maju,3,1,Built-up ,1967,0
1175,1200000,4,2,Condominium (Corner),"Built-up : 1,569 sq. ft.",Unfurnished,Sentul,3,0,Built-up ,1569,0
1176,785000,3,2,Condominium,"Built-up : 1,368 sq. ft.",Unfurnished,Setapak,3,0,Built-up ,1368,0
1177,1180000,4,2,Condominium (Corner),"Built-up : 1,569 sq. ft.",Unfurnished,Sentul,4,0,Built-up ,1569,0
1178,800000,3,2,Condominium (Corner),"Built-up : 1,270 sq. ft.",Fully Furnished,Bangsar,3,1,Built-up ,1270,0
1179,6385950,6,3,Condominium (Penthouse),"Built-up : 5,553 sq. ft.",Partly Furnished,KLCC,5,1,Built-up ,5553,0
1180,450000,2,1,Condominium,"Built-up : 1,267 sq. ft.",Partly Furnished,Wangsa Maju,3,0,Built-up ,1267,0
1181,1150000,2,2,1-sty Terrace/Link House (Intermediate),Land area : 1760 sq. ft.,Partly Furnished,Taman Tun Dr Ismail,3,0,Land area ,1760,0
1182,1100000,2,1,Serviced Residence,Built-up : 932 sq. ft.,Fully Furnished,Mont Kiara,2,0,Built-up ,932,0
1183,660000,1,1,Serviced Residence (Intermediate),Built-up : 633 sq. ft.,Fully Furnished,Mont Kiara,1,0,Built-up ,633,0
1184,2600000,6,4,Semi-detached House (Intermediate),Land area : 3800 sq. ft.,Partly Furnished,Mont Kiara,5,1,Land area ,3800,0
1185,397000,2,1,Condominium (Intermediate),"Built-up : 1,135 sq. ft.",Unfurnished,Setapak,3,0,Built-up ,1135,0
1186,665000,3,2,Condominium (Corner),"Built-up : 1,530 sq. ft.",Partly Furnished,Setapak,3,1,Built-up ,1530,0
1187,490000,2,2,Condominium (Intermediate),"Built-up : 1,313 sq. ft.",Partly Furnished,Setapak,4,0,Built-up ,1313,0
1188,630000,2,2,Condominium (Corner),"Built-up : 1,098 sq. ft.",Fully Furnished,Setapak,2,0,Built-up ,1098,0
1189,1358120,2,1,Serviced Residence (Intermediate),Built-up : 925 sq. ft.,Partly Furnished,KLCC,1,0,Built-up ,925,0
1190,1400000,3,2,Condominium (Corner),"Built-up : 1,468 sq. ft.",Fully Furnished,Bukit Bintang,2,1,Built-up ,1468,0
1191,1900000,3,2,Condominium,"Built-up : 1,820 sq. ft.",Fully Furnished,Bukit Bintang,3,1,Built-up ,1820,0
1192,1800000,4,2,Condominium (Corner),"Built-up : 1,820 sq. ft.",Partly Furnished,Bukit Bintang,3,1,Built-up ,1820,0
1193,4000000,4,2,Condominium,"Built-up : 2,250 sq. ft.",Fully Furnished,KLCC,3,1,Built-up ,2250,0
1194,2357250,4,2,Condominium (Corner),"Built-up : 2,245 sq. ft.",Partly Furnished,KLCC,3,1,Built-up ,2245,0
1195,3600000,5,2,Condominium,"Built-up : 3,800 sq. ft.",Partly Furnished,KLCC,4,1,Built-up ,3800,0
1196,2570400,4,2,Condominium (Corner),"Built-up : 2,142 sq. ft.",Partly Furnished,KLCC,3,1,Built-up ,2142,0
1197,3051300,4,2,Condominium (Corner),"Built-up : 2,906 sq. ft.",Partly Furnished,KLCC,3,1,Built-up ,2906,0
1198,2842350,4,2,Condominium (Corner),"Built-up : 2,707 sq. ft.",Partly Furnished,KLCC,3,1,Built-up ,2707,0
1199,2715300,4,2,Condominium (Corner),"Built-up : 2,586 sq. ft.",Partly Furnished,KLCC,3,1,Built-up ,2586,0
1200,2350000,2,2,Condominium,"Built-up : 1,409 sq. ft.",Partly Furnished,Bukit Bintang,3,0,Built-up ,1409,0
1201,2500000,4,2,Condominium,"Built-up : 1,842 sq. ft.",Fully Furnished,Bukit Bintang,3,1,Built-up ,1842,0
1202,1800000,4,2,Serviced Residence,"Built-up : 1,701 sq. ft.",Unfurnished,KLCC,3,1,Built-up ,1701,0
1203,1700000,3,2,Condominium,"Built-up : 1,427 sq. ft.",Fully Furnished,Bukit Bintang,2,1,Built-up ,1427,0
1204,1390000,1,2,Serviced Residence,Built-up : 925 sq. ft.,Fully Furnished,KLCC,1,0,Built-up ,925,0
1205,1570000,1,1,Serviced Residence,Built-up : 923 sq. ft.,Fully Furnished,KLCC,1,0,Built-up ,923,0
1206,2000000,2,2,Serviced Residence (SOHO),"Built-up : 1,350 sq. ft.",Fully Furnished,KLCC,2,1,Built-up ,1350,0
1207,800000,1,1,Condominium,Built-up : 538 sq. ft.,Fully Furnished,Bukit Bintang,1,0,Built-up ,538,0
1208,990000,1,1,Condominium,Built-up : 624 sq. ft.,Fully Furnished,Bukit Bintang,1,0,Built-up ,624,0
1209,1250000,2,2,Condominium,Built-up : 807 sq. ft.,Fully Furnished,Bukit Bintang,2,0,Built-up ,807,0
1210,3900000,4,2,Condominium,"Built-up : 2,250 sq. ft.",Partly Furnished,KLCC,3,1,Built-up ,2250,0
1211,1280000,2,2,Condominium,"Built-up : 1,200 sq. ft.",Partly Furnished,Mont Kiara,3,0,Built-up ,1200,0
1212,500000,2,1,Condominium,"Built-up : 1,450 sq. ft.",Fully Furnished,Setapak,4,0,Built-up ,1450,0
1213,1830000,5,3,Condominium,"Built-up : 2,495 sq. ft.",Fully Furnished,Mont Kiara,4,0,Built-up ,2495,0
1214,2850000,4,2,3-sty Terrace/Link House,"Built-up : 3,211 sq. ft.",Fully Furnished,Desa ParkCity,3,1,Built-up ,3211,0
1215,620000,2,2,Condominium (Intermediate),"Built-up : 1,015 sq. ft.",Unfurnished,Mont Kiara,3,0,Built-up ,1015,0
1216,2500000,7,2,Bungalow,Land area : 6000 sq. ft.,Fully Furnished,Cheras,8,0,Land area ,6000,0
1217,2150000,7,3,Semi-detached House,Land area : 3200 sq. ft.,Partly Furnished,Taman Melawati,6,0,Land area ,3200,0
1218,308000,2,1,Apartment (Intermediate),Built-up : 830 sq. ft.,Partly Furnished,Cheras,3,0,Built-up ,830,0
1219,1160000,1,1,Serviced Residence,"Built-up : 1,141 sq. ft.",Fully Furnished,City Centre,1,0,Built-up ,1141,0
1220,16000000,6,15,Bungalow (Corner),Land area : 17800 sq. ft.,Partly Furnished,Mont Kiara,4,1,Land area ,17800,0
1221,7500000,7,3,Bungalow,Land area : 6100 sq. ft.,Partly Furnished,Mont Kiara,6,1,Land area ,6100,0
1222,5200000,4,4,Bungalow,Land area : 8150 sq. ft.,Partly Furnished,Damansara Heights,4,1,Land area ,8150,0
1223,1322355,4,4,Condominium (Corner),"Built-up : 2,085 sq. ft.",Partly Furnished,Mont Kiara,4,1,Built-up ,2085,0
1224,500000,2,1,Serviced Residence (Intermediate),"Built-up : 1,040 sq. ft.",Partly Furnished,Setapak,3,0,Built-up ,1040,0
1225,1850000,3,1,Serviced Residence (Intermediate),"Built-up : 1,485 sq. ft.",Partly Furnished,KL Sentral,2,1,Built-up ,1485,0
1226,1680000,2,1,Serviced Residence (Corner),"Built-up : 1,399 sq. ft.",Fully Furnished,KL Sentral,2,0,Built-up ,1399,0
1227,2600000,2,1,Serviced Residence,"Built-up : 1,051 sq. ft.",Fully Furnished,KLCC,2,0,Built-up ,1051,0
1228,725000,2,1,Condominium (Intermediate),Built-up : 704 sq. ft.,Fully Furnished,Jalan Klang Lama (Old Klang Road),2,0,Built-up ,704,0
1229,520000,2,1,Condominium (Intermediate),Built-up : 870 sq. ft.,Fully Furnished,Jalan Kuching,2,0,Built-up ,870,0
1230,2550000,7,4,Condominium (Corner),"Built-up : 3,840 sq. ft.",Partly Furnished,Mont Kiara,6,1,Built-up ,3840,0
1231,1500000,6,4,Semi-detached House (Corner),Land area : 5600 sq. ft.,Unfurnished,Cheras,5,1,Land area ,5600,0
1232,780000,2,2,Serviced Residence (Corner),"Built-up : 1,060 sq. ft.",Fully Furnished,Ampang,2,0,Built-up ,1060,0
1233,460000,2,1,Condominium (Intermediate),"Built-up : 1,333 sq. ft.",Unfurnished,Setapak,3,1,Built-up ,1333,0
1234,530000,2,2,Condominium (Corner),"Built-up : 1,152 sq. ft.",Partly Furnished,Sungai Besi,3,0,Built-up ,1152,0
1235,518000,2,2,Condominium (Corner),"Built-up : 1,044 sq. ft.",Partly Furnished,Sungai Besi,3,0,Built-up ,1044,0
1236,1200000,3,1,Condominium,"Built-up : 1,600 sq. ft.",Fully Furnished,Mont Kiara,3,1,Built-up ,1600,0
1237,8500000,9,4,Bungalow (EndLot),Land area : 8500 sq. ft.,Unfurnished,Taman Tun Dr Ismail,8,1,Land area ,8500,0
1238,1260000,4,2,Condominium (Corner),"Built-up : 1,775 sq. ft.",Partly Furnished,Wangsa Maju,3,1,Built-up ,1775,0
1239,6700000,7,5,Condominium,"Built-up : 6,552 sq. ft.",Partly Furnished,KLCC,6,1,Built-up ,6552,0
1240,1400000,2,2,Condominium (Corner),"Built-up : 1,270 sq. ft.",Fully Furnished,KLCC,2,0,Built-up ,1270,0
1241,790000,3,2,Condominium (Corner),"Built-up : 1,368 sq. ft.",Partly Furnished,Setapak,3,0,Built-up ,1368,0
1242,1460000,5,3,Condominium,"Built-up : 2,500 sq. ft.",Partly Furnished,Setapak,4,1,Built-up ,2500,0
1243,4100000,6,4,Semi-detached House (Corner),Land area : 6329 sq. ft.,Partly Furnished,Sri Hartamas,6,1,Land area ,6329,0
1244,2200000,5,4,Condominium (Corner),"Built-up : 4,142 sq. ft.",Partly Furnished,Setapak,4,2,Built-up ,4142,0
1245,1480000,5,2,Condominium (Penthouse),"Built-up : 3,289 sq. ft.",Partly Furnished,Mont Kiara,4,1,Built-up ,3289,0
1246,488000,3,2,Serviced Residence (Corner),Built-up : 850 sq. ft.,Partly Furnished,Dutamas,3,1,Built-up ,850,0
1247,500000,2,2,Condominium,"Built-up : 1,250 sq. ft.",Fully Furnished,Taman Desa,2,0,Built-up ,1250,0
1248,7570450,6,4,Condominium (Corner),"Built-up : 5,220 sq. ft.",Partly Furnished,Bangsar,4,1,Built-up ,5220,0
1249,4100000,5,3,Condominium (Corner),"Built-up : 3,658 sq. ft.",Partly Furnished,Bangsar,3,1,Built-up ,3658,0
1250,430000,2,1,Condominium (Intermediate),"Built-up : 1,307 sq. ft.",Partly Furnished,Cheras,3,0,Built-up ,1307,0
1251,850000,2,2,Serviced Residence (Intermediate),Land area : 1252 sq. ft.,Partly Furnished,Cheras,3,0,Land area ,1252,0
1252,860000,3,2,Condominium (Corner),"Built-up : 1,485 sq. ft.",Unfurnished,Cheras,3,1,Built-up ,1485,0
1253,855000,3,2,Condominium (Corner),"Built-up : 1,485 sq. ft.",Unfurnished,Cheras,3,1,Built-up ,1485,0
1254,1250000,4,2,Condominium (Corner),"Built-up : 1,808 sq. ft.",Fully Furnished,Cheras,3,1,Built-up ,1808,0
1255,970000,4,2,Condominium (Corner),"Built-up : 1,808 sq. ft.",Fully Furnished,Cheras,3,1,Built-up ,1808,0
1256,925000,4,2,Condominium (Corner),"Built-up : 1,808 sq. ft.",Fully Furnished,Cheras,3,1,Built-up ,1808,0
1257,579000,2,1,Serviced Residence (Intermediate),"Built-up : 1,143 sq. ft.",Unfurnished,Cheras,3,0,Built-up ,1143,0
1258,479000,2,1,Serviced Residence (Intermediate),Built-up : 958 sq. ft.,Unfurnished,Cheras,3,0,Built-up ,958,0
1259,510000,2,1,Condominium (Intermediate),Land area : 1142 sq. ft.,Unfurnished,Cheras,3,1,Land area ,1142,0
1260,295000,2,1,Condominium (Intermediate),Land area : 755 sq. ft.,Partly Furnished,Cheras,3,0,Land area ,755,0
